pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
76.0,37.65,4,10,6,1970-01-01 00:00:01.365157800,41.97907082,-87.90303966,41.89503345,-87.61971067,18.2,17031081401.0,17031081401.0,Credit Card,Dispatch Taxi Affiliation,1920.0,8.0,7.93
8.0,6.25,4,11,6,1970-01-01 00:00:01.365161400,41.89250778,-87.62621491,41.88099447,-87.63274649,1.2,17031081401.0,17031839100.0,Credit Card,Dispatch Taxi Affiliation,360.0,32.0,2.0
28.0,6.65,4,12,6,1970-01-01 00:00:01.365164100,41.88530002,-87.64280847,41.88498719,-87.62099291,0.0,17031081401.0,17031320100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
32.0,9.25,4,17,6,1970-01-01 00:00:01.365181200,41.87060737,-87.62217294,41.89250778,-87.62621491,1.6,17031081401.0,17031081500.0,Cash,Dispatch Taxi Affiliation,900.0,8.0,0.0
76.0,40.04,4,17,6,1970-01-01 00:00:01.365183000,41.98026432,-87.9136246,41.94651142,-87.80602,16.8,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,3060.0,17.0,0.0
24.0,8.25,4,17,6,1970-01-01 00:00:01.365183000,41.90665077,-87.66533766,41.88530002,-87.64280847,0.0,17031081401.0,17031280100.0,Cash,Choice Taxi Association,600.0,28.0,0.0
8.0,53.05,4,20,6,1970-01-01 00:00:01.365192900,41.89960211,-87.63330804,41.8997859996522,-87.64807667561502,0.0,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,3000.0,32.0,13.3
8.0,5.85,4,23,6,1970-01-01 00:00:01.365205500,41.89321636,-87.63784421,41.88528132,-87.6572332,0.0,17031081401.0,17031833000.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
7.0,7.45,4,0,7,1970-01-01 00:00:01.365206400,41.92187746,-87.66407824,41.95060523,-87.67133249,1.3,17031081401.0,17031060300.0,Cash,Dispatch Taxi Affiliation,360.0,6.0,0.0
28.0,7.65,4,0,7,1970-01-01 00:00:01.365207300,41.88530002,-87.64280847,41.89833179,-87.62076287,0.0,17031081401.0,17031081300.0,Cash,Blue Ribbon Taxi Association Inc.,540.0,8.0,0.0
8.0,6.25,4,1,7,1970-01-01 00:00:01.365211800,41.89321636,-87.63784421,41.90026569,-87.63210922,0.0,17031081401.0,17031081000.0,Credit Card,Blue Ribbon Taxi Association Inc.,360.0,8.0,1.0
32.0,5.05,4,3,7,1970-01-01 00:00:01.365218100,41.87060737,-87.62217294,41.87740612,-87.62197165,0.0,17031081401.0,17031320400.0,No Charge,Northwest Management LLC,300.0,32.0,0.0
8.0,36.25,4,10,7,1970-01-01 00:00:01.365243300,41.90278805,-87.62614559,41.97907082,-87.90303966,18.1,17031081401.0,17031980000.0,Credit Card,Dispatch Taxi Affiliation,1440.0,76.0,7.85
24.0,8.85,4,12,7,1970-01-01 00:00:01.365252300,41.90602597,-87.67531162,41.92187746,-87.66407824,0.0,17031081401.0,17031832500.0,Cash,Taxi Affiliation Services,840.0,7.0,0.0
24.0,7.85,4,14,7,1970-01-01 00:00:01.365257700,41.90120699,-87.67635599,41.89960211,-87.63330804,1.6,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,660.0,8.0,0.0
8.0,12.65,4,16,7,1970-01-01 00:00:01.365265800,41.89250778,-87.62621491,41.93823229,-87.64678208,0.0,17031081401.0,17031063100.0,Cash,Taxi Affiliation Services,900.0,6.0,0.0
32.0,5.25,4,17,7,1970-01-01 00:00:01.365268500,41.88498719,-87.62099291,41.88498719,-87.62099291,0.0,17031081401.0,17031320100.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,32.0,0.0
32.0,5.25,4,17,7,1970-01-01 00:00:01.365268500,41.88099447,-87.63274649,41.88530002,-87.64280847,0.0,17031081401.0,17031280100.0,Cash,Dispatch Taxi Affiliation,180.0,28.0,0.0
33.0,23.85,4,17,7,1970-01-01 00:00:01.365270300,41.85718386,-87.62033462,41.97517094,-87.68751552,9.9,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,1740.0,4.0,4.77
8.0,5.65,4,18,7,1970-01-01 00:00:01.365271200,41.89915561,-87.62621053,41.89207264,-87.62887416,0.6,17031081401.0,17031081600.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0
32.0,6.05,4,18,7,1970-01-01 00:00:01.365272100,41.88099447,-87.63274649,41.89204214,-87.63186395,0.8,17031081401.0,17031081700.0,Cash,Dispatch Taxi Affiliation,420.0,8.0,0.0
24.0,8.25,4,19,7,1970-01-01 00:00:01.365276600,41.89967018,-87.6698378,41.88530002,-87.64280847,2.4,17031081401.0,17031280100.0,Cash,Northwest Management LLC,540.0,28.0,0.0
8.0,5.85,4,19,7,1970-01-01 00:00:01.365277500,41.89250778,-87.62621491,41.88498719,-87.62099291,1.2,17031081401.0,17031320100.0,Cash,Dispatch Taxi Affiliation,300.0,32.0,0.0
32.0,5.05,4,20,7,1970-01-01 00:00:01.365281100,41.88099447,-87.63274649,41.89204214,-87.63186395,0.0,17031081401.0,17031081700.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
8.0,6.05,4,20,7,1970-01-01 00:00:01.365281100,41.89250778,-87.62621491,41.89321636,-87.63784421,0.0,17031081401.0,17031081800.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0
8.0,5.85,4,23,7,1970-01-01 00:00:01.365291000,41.89250778,-87.62621491,41.89092203,-87.61886836,0.8,17031081401.0,17031081403.0,Cash,Dispatch Taxi Affiliation,420.0,8.0,0.0
7.0,6.05,4,0,1,1970-01-01 00:00:01.365293700,41.92926299,-87.63589095,41.92177836,-87.64145976,1.3,17031081401.0,17031071300.0,Cash,Dispatch Taxi Affiliation,420.0,7.0,0.0
33.0,7.45,4,0,1,1970-01-01 00:00:01.365294600,41.85934972,-87.61735801,41.89092203,-87.61886836,1.9,17031081401.0,17031081403.0,Cash,Dispatch Taxi Affiliation,480.0,8.0,0.0
24.0,6.05,4,1,1,1970-01-01 00:00:01.365299100,41.89830587,-87.65361398,41.89250778,-87.62621491,0.0,17031081401.0,17031081500.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0
6.0,20.45,4,3,1,1970-01-01 00:00:01.365303600,41.94257719,-87.64707851,41.8997859996522,-87.64807667561502,9.2,17031081401.0,17031809400.0,Cash,Choice Taxi Association,1260.0,32.0,0.0
35.0,13.25,4,3,1,1970-01-01 00:00:01.365304500,41.83511799,-87.61867777,41.89960211,-87.63330804,0.3,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,600.0,8.0,0.0
8.0,4.65,4,5,1,1970-01-01 00:00:01.365312600,41.89321636,-87.63784421,41.89207264,-87.62887416,0.0,17031081401.0,17031081600.0,Credit Card,Taxi Affiliation Services,180.0,8.0,1.0
8.0,4.85,4,21,1,1970-01-01 00:00:01.365369300,41.89207264,-87.62887416,41.88498719,-87.62099291,0.0,17031081401.0,17031320100.0,Cash,Taxi Affiliation Services,180.0,32.0,0.0
6.0,18.05,4,8,2,1970-01-01 00:00:01.365408000,41.9442266,-87.65599818,41.87886558,-87.62519214,5.8,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,1920.0,32.0,3.61
8.0,6.45,4,9,2,1970-01-01 00:00:01.365414300,41.89197151,-87.61294541,41.88498719,-87.62099291,0.0,17031081401.0,17031320100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
24.0,3.25,4,10,2,1970-01-01 00:00:01.365417000,41.90120699,-87.67635599,41.90120699,-87.67635599,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,0.0,24.0,0.0
8.0,12.65,4,12,2,1970-01-01 00:00:01.365424200,41.89960211,-87.63330804,41.90120699,-87.67635599,4.2,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,960.0,24.0,2.5
32.0,5.05,4,13,2,1970-01-01 00:00:01.365427800,41.88099447,-87.63274649,41.88530002,-87.64280847,0.8,17031081401.0,17031280100.0,Cash,Dispatch Taxi Affiliation,240.0,28.0,0.0
32.0,15.45,4,15,2,1970-01-01 00:00:01.365435900,41.88099447,-87.63274649,41.8997859996522,-87.64807667561502,6.15,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,840.0,32.0,3.86
76.0,37.05,4,16,2,1970-01-01 00:00:01.365437700,41.97907082,-87.90303966,41.89833179,-87.62076287,18.4,17031081401.0,17031081300.0,Credit Card,Choice Taxi Association,1860.0,8.0,10.25
32.0,8.25,4,17,2,1970-01-01 00:00:01.365443100,41.88099447,-87.63274649,41.8997859996522,-87.64807667561502,1.57,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,1620.0,32.0,2.0
7.0,6.65,4,19,2,1970-01-01 00:00:01.365450300,41.92904694,-87.65131088,41.90749193,-87.63576009,1.6,17031081401.0,17031080300.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0
8.0,6.05,4,20,2,1970-01-01 00:00:01.365453900,41.89250778,-87.62621491,41.88530002,-87.64280847,0.0,17031081401.0,17031280100.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,28.0,0.0
28.0,5.05,4,21,2,1970-01-01 00:00:01.365455700,41.88528132,-87.6572332,41.87925508,-87.642649,0.0,17031081401.0,17031281900.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
32.0,4.85,4,7,3,1970-01-01 00:00:01.365492600,41.88099447,-87.63274649,41.86790242,-87.64295867,0.0,17031081401.0,17031841900.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
8.0,6.65,4,9,3,1970-01-01 00:00:01.365500700,41.89092203,-87.61886836,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
8.0,8.65,4,10,3,1970-01-01 00:00:01.365501600,41.89915561,-87.62621053,41.8997859996522,-87.64807667561502,1.53,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,780.0,32.0,0.0
28.0,6.65,4,11,3,1970-01-01 00:00:01.365507000,41.88530002,-87.64280847,41.88498719,-87.62099291,0.0,17031081401.0,17031320100.0,Cash,Choice Taxi Association,540.0,32.0,0.0
8.0,8.65,4,15,3,1970-01-01 00:00:01.365519600,41.89321636,-87.63784421,41.88099447,-87.63274649,2.1,17031081401.0,17031839100.0,Cash,Dispatch Taxi Affiliation,660.0,32.0,0.0
32.0,6.45,4,16,3,1970-01-01 00:00:01.365525900,41.88099447,-87.63274649,41.89915561,-87.62621053,0.0,17031081401.0,17031081201.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,8.0,0.0
32.0,3.25,4,18,3,1970-01-01 00:00:01.365532200,41.88099447,-87.63274649,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,No Charge,Dispatch Taxi Affiliation,0.0,32.0,0.0
8.0,8.65,4,9,4,1970-01-01 00:00:01.365586200,41.89204214,-87.63186395,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Credit Card,Dispatch Taxi Affiliation,900.0,32.0,2.0
32.0,7.05,4,9,4,1970-01-01 00:00:01.365587100,41.87740612,-87.62197165,41.88530002,-87.64280847,0.0,17031081401.0,17031280100.0,Cash,Dispatch Taxi Affiliation,600.0,28.0,0.0
28.0,34.45,4,10,4,1970-01-01 00:00:01.365588000,41.88530002,-87.64280847,41.97907082,-87.90303966,17.2,17031081401.0,17031980000.0,Credit Card,Dispatch Taxi Affiliation,1200.0,76.0,7.49
56.0,43.0,4,11,4,1970-01-01 00:00:01.365591600,41.78599852,-87.75093429,41.78599852,-87.75093429,0.0,17031081401.0,17031980100.0,Credit Card,Dispatch Taxi Affiliation,0.0,56.0,0.0
8.0,12.05,4,11,4,1970-01-01 00:00:01.365594300,41.89960211,-87.63330804,41.9442266,-87.65599818,4.2,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,720.0,6.0,2.0
32.0,7.05,4,12,4,1970-01-01 00:00:01.365596100,41.88099447,-87.63274649,41.87740612,-87.62197165,0.0,17031081401.0,17031320400.0,Cash,Taxi Affiliation Services,660.0,32.0,0.0
76.0,36.85,4,12,4,1970-01-01 00:00:01.365597000,41.97907082,-87.90303966,41.88498719,-87.62099291,0.0,17031081401.0,17031320100.0,Credit Card,Blue Ribbon Taxi Association Inc.,1620.0,32.0,1.15
8.0,6.05,4,13,4,1970-01-01 00:00:01.365598800,41.89250778,-87.62621491,41.89204214,-87.63186395,0.0,17031081401.0,17031081700.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
8.0,7.65,4,20,4,1970-01-01 00:00:01.365624000,41.89833179,-87.62076287,41.88099447,-87.63274649,0.1,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0
56.0,25.25,4,23,4,1970-01-01 00:00:01.365634800,41.79259236,-87.76961545,41.87886558,-87.62519214,116.0,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,1140.0,32.0,7.0
7.0,9.05,4,0,5,1970-01-01 00:00:01.365641100,41.92268628,-87.64948873,41.89960211,-87.63330804,0.0,17031081401.0,17031345278.265589,Cash,Northwest Management LLC,360.0,8.0,0.0
8.0,28.25,4,5,5,1970-01-01 00:00:01.365658200,41.89833179,-87.62076287,41.78599852,-87.75093429,0.0,17031081401.0,17031980100.0,Credit Card,Dispatch Taxi Affiliation,1260.0,56.0,6.0
32.0,6.85,4,8,5,1970-01-01 00:00:01.365668100,41.88099447,-87.63274649,41.89250778,-87.62621491,0.0,17031081401.0,17031081500.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,8.0,0.0
28.0,12.45,4,9,5,1970-01-01 00:00:01.365673500,41.87400538,-87.66351755,41.9442266,-87.65599818,4.4,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,960.0,6.0,0.0
32.0,4.84,4,10,5,1970-01-01 00:00:01.365677100,41.88099447,-87.63274649,41.88498719,-87.62099291,0.7,17031081401.0,17031320100.0,Cash,Dispatch Taxi Affiliation,180.0,32.0,0.0
32.0,7.85,4,12,5,1970-01-01 00:00:01.365682500,41.88099447,-87.63274649,41.89503345,-87.61971067,1.5,17031081401.0,17031081401.0,Cash,Dispatch Taxi Affiliation,660.0,8.0,0.0
8.0,7.05,4,12,5,1970-01-01 00:00:01.365682500,41.89092203,-87.61886836,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Cash,Blue Ribbon Taxi Association Inc.,540.0,32.0,0.0
28.0,6.25,4,12,5,1970-01-01 00:00:01.365684300,41.88530002,-87.64280847,41.89250778,-87.62621491,1.1,17031081401.0,17031081500.0,Cash,Dispatch Taxi Affiliation,420.0,8.0,0.0
32.0,18.05,4,16,5,1970-01-01 00:00:01.365697800,41.87886558,-87.62519214,41.9442266,-87.65599818,61.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,1500.0,6.0,0.0
76.0,36.45,4,18,5,1970-01-01 00:00:01.365704100,41.97907082,-87.90303966,41.89250778,-87.62621491,17.4,17031081401.0,17031081500.0,Cash,Dispatch Taxi Affiliation,2940.0,8.0,0.0
24.0,4.85,4,20,5,1970-01-01 00:00:01.365710400,41.89830587,-87.65361398,41.90837867,-87.67094508,0.0,17031081401.0,17031241500.0,Cash,Taxi Affiliation Services,180.0,24.0,0.0
8.0,6.45,4,21,5,1970-01-01 00:00:01.365715800,41.89204214,-87.63186395,41.89197151,-87.61294541,0.0,17031081401.0,17031081402.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
8.0,3.25,4,21,5,1970-01-01 00:00:01.365715800,41.89321636,-87.63784421,41.89321636,-87.63784421,0.0,17031081401.0,17031081800.0,Cash,Dispatch Taxi Affiliation,0.0,8.0,0.0
1.0,5.65,4,1,6,1970-01-01 00:00:01.365729300,42.00962288,-87.67016686,41.8997859996522,-87.64807667561502,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,240.0,32.0,0.0
8.0,8.25,4,5,6,1970-01-01 00:00:01.365744600,41.89960211,-87.63330804,41.87400538,-87.66351755,2.3,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,420.0,28.0,0.0
33.0,6.85,4,9,6,1970-01-01 00:00:01.365759000,41.85934972,-87.61735801,41.88099447,-87.63274649,0.1,17031081401.0,17031839100.0,Credit Card,Blue Ribbon Taxi Association Inc.,360.0,32.0,2.0
3.0,13.85,4,10,6,1970-01-01 00:00:01.365762600,41.96581197,-87.65587879,41.89960211,-87.63330804,0.0,17031081401.0,17031345278.265589,Cash,Blue Ribbon Taxi Association Inc.,780.0,8.0,0.0
8.0,7.05,4,16,6,1970-01-01 00:00:01.365784200,41.89915561,-87.62621053,41.89204214,-87.63186395,1.5,17031081401.0,17031081700.0,Cash,Dispatch Taxi Affiliation,480.0,8.0,0.0
8.0,11.45,4,17,6,1970-01-01 00:00:01.365787800,41.89250778,-87.62621491,41.87866742,-87.67165362,3.0,17031081401.0,17031838100.0,Cash,Dispatch Taxi Affiliation,1080.0,28.0,0.0
8.0,4.65,4,23,6,1970-01-01 00:00:01.365809400,41.89204214,-87.63186395,41.89207264,-87.62887416,0.0,17031081401.0,17031081600.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
32.0,17.85,4,0,7,1970-01-01 00:00:01.365811200,41.88099447,-87.63274649,41.97292932,-87.65029007,0.75,17031081401.0,17031031300.0,Credit Card,Dispatch Taxi Affiliation,960.0,3.0,3.87
5.0,9.65,4,0,7,1970-01-01 00:00:01.365813900,41.94779159,-87.68383494,41.92268628,-87.64948873,0.1,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,600.0,7.0,0.0
8.0,24.65,4,1,7,1970-01-01 00:00:01.365815700,41.89960211,-87.63330804,42.00157103,-87.69501259,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,2400.0,2.0,0.0
28.0,5.85,4,3,7,1970-01-01 00:00:01.365824700,41.88530002,-87.64280847,41.89207264,-87.62887416,0.0,17031081401.0,17031081600.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
8.0,5.25,4,4,7,1970-01-01 00:00:01.365825600,41.89092203,-87.61886836,41.88498719,-87.62099291,0.9,17031081401.0,17031320100.0,Cash,Dispatch Taxi Affiliation,240.0,32.0,0.0
22.0,11.25,4,4,7,1970-01-01 00:00:01.365827400,41.92276062,-87.69915534,41.87886558,-87.62519214,0.0,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,420.0,32.0,3.65
21.0,8.05,4,5,7,1970-01-01 00:00:01.365829200,41.9386662,-87.71121059,41.92726096,-87.76550161,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,540.0,19.0,0.0
7.0,12.05,4,7,7,1970-01-01 00:00:01.365837300,41.92907766,-87.64629348,41.87925508,-87.642649,0.0,17031081401.0,17031281900.0,Cash,Dispatch Taxi Affiliation,720.0,28.0,0.0
8.0,10.65,4,10,7,1970-01-01 00:00:01.365847200,41.89321636,-87.63784421,41.93631013,-87.65156259,0.0,17031081401.0,17031063000.0,Credit Card,Taxi Affiliation Services,780.0,6.0,2.1
24.0,7.05,4,14,7,1970-01-01 00:00:01.365863400,41.90120699,-87.67635599,41.89960211,-87.63330804,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,360.0,8.0,0.0
24.0,11.45,4,15,7,1970-01-01 00:00:01.365865200,41.90120699,-87.67635599,41.92268628,-87.64948873,3.3,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,1020.0,7.0,1.0
8.0,5.85,4,16,7,1970-01-01 00:00:01.365869700,41.89204214,-87.63186395,41.89833179,-87.62076287,0.8,17031081401.0,17031081300.0,Cash,Dispatch Taxi Affiliation,420.0,8.0,0.0
28.0,6.45,4,17,7,1970-01-01 00:00:01.365872400,41.88530002,-87.64280847,41.87740612,-87.62197165,0.0,17031081401.0,17031320400.0,Credit Card,Taxi Affiliation Services,420.0,32.0,0.0
32.0,4.25,4,20,7,1970-01-01 00:00:01.365883200,41.88498719,-87.62099291,41.89092203,-87.61886836,0.0,17031081401.0,17031081403.0,Cash,Taxi Affiliation Services,120.0,8.0,0.0
24.0,14.25,4,20,7,1970-01-01 00:00:01.365885900,41.90120699,-87.67635599,41.85718386,-87.62033462,5.4,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,1020.0,33.0,5.0
8.0,6.05,4,22,7,1970-01-01 00:00:01.365890400,41.89915561,-87.62621053,41.89204214,-87.63186395,0.0,17031081401.0,17031081700.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0
41.0,19.65,4,22,7,1970-01-01 00:00:01.365893100,41.79409025,-87.59231086,41.89960211,-87.63330804,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,1080.0,8.0,0.0
32.0,5.85,4,23,7,1970-01-01 00:00:01.365896700,41.88498719,-87.62099291,41.89204214,-87.63186395,0.0,17031081401.0,17031081700.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
8.0,4.65,4,1,1,1970-01-01 00:00:01.365901200,41.89250778,-87.62621491,41.88498719,-87.62099291,0.0,17031081401.0,17031320100.0,Cash,Taxi Affiliation Services,180.0,32.0,0.0
28.0,18.65,4,1,1,1970-01-01 00:00:01.365901200,41.87400538,-87.66351755,41.8997859996522,-87.64807667561502,7.8,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,780.0,32.0,0.0
24.0,9.65,4,1,1,1970-01-01 00:00:01.365902100,41.89830587,-87.65361398,41.94155583,-87.66628889,0.0,17031081401.0,17031062400.0,Credit Card,Taxi Affiliation Services,660.0,6.0,2.3
6.0,5.05,4,1,1,1970-01-01 00:00:01.365903000,41.94913977,-87.65680391,41.94629454,-87.65429808,0.3,17031081401.0,17031832000.0,Cash,Dispatch Taxi Affiliation,300.0,6.0,0.0
8.0,4.25,4,1,1,1970-01-01 00:00:01.365903000,41.89204214,-87.63186395,41.89207264,-87.62887416,0.3,17031081401.0,17031081600.0,Cash,Dispatch Taxi Affiliation,120.0,8.0,0.0
8.0,13.25,4,2,1,1970-01-01 00:00:01.365904800,41.89207264,-87.62887416,41.92112591,-87.69975441,5.1,17031081401.0,17031221300.0,Cash,Dispatch Taxi Affiliation,660.0,22.0,0.0
77.0,3.25,4,4,1,1970-01-01 00:00:01.365913800,41.9867118,-87.66341641,41.9867118,-87.66341641,0.0,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,0.0,77.0,0.0
33.0,9.05,4,9,1,1970-01-01 00:00:01.365932700,41.85934972,-87.61735801,41.87925508,-87.642649,2.9,17031081401.0,17031281900.0,Cash,Dispatch Taxi Affiliation,540.0,28.0,0.0
8.0,4.84,4,11,1,1970-01-01 00:00:01.365937200,41.90752008,-87.6266589,41.89915561,-87.62621053,0.6,17031081401.0,17031081201.0,Cash,Dispatch Taxi Affiliation,180.0,8.0,0.0
8.0,18.85,4,12,1,1970-01-01 00:00:01.365941700,41.89960211,-87.63330804,41.92276062,-87.69915534,6.1,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,1920.0,22.0,0.0
32.0,9.85,4,14,1,1970-01-01 00:00:01.365950700,41.88099447,-87.63274649,41.84924675,-87.6241353,2.7,17031081401.0,17031841000.0,Cash,Dispatch Taxi Affiliation,720.0,33.0,0.0
56.0,26.85,4,22,1,1970-01-01 00:00:01.365976800,41.78599852,-87.75093429,41.89207264,-87.62887416,0.0,17031081401.0,17031081600.0,Cash,Choice Taxi Association,1380.0,8.0,0.0
7.0,5.85,4,22,1,1970-01-01 00:00:01.365979500,41.92268628,-87.64948873,41.89960211,-87.63330804,1.2,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,300.0,8.0,0.0
24.0,5.05,4,0,2,1970-01-01 00:00:01.365984900,41.90120699,-87.67635599,41.90120699,-87.67635599,0.3,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,240.0,24.0,0.0
32.0,23.85,4,5,2,1970-01-01 00:00:01.366002000,41.87886558,-87.62519214,41.89960211,-87.63330804,0.0,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,1980.0,8.0,10.0
8.0,5.65,4,6,2,1970-01-01 00:00:01.366007400,41.89204214,-87.63186395,41.91461629,-87.63171737,0.0,17031081401.0,17031071500.0,Cash,Blue Ribbon Taxi Association Inc.,240.0,7.0,0.0
28.0,4.65,4,6,2,1970-01-01 00:00:01.366008300,41.87400538,-87.66351755,41.87400538,-87.66351755,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,240.0,28.0,0.0
24.0,19.05,4,6,2,1970-01-01 00:00:01.366008300,41.90120699,-87.67635599,41.9867118,-87.66341641,0.0,17031081401.0,17031345278.265589,Unknown,Taxi Affiliation Services,1080.0,77.0,4.0
8.0,7.25,4,8,2,1970-01-01 00:00:01.366013700,41.90585777,-87.63086503,41.89092203,-87.61886836,0.0,17031081401.0,17031081403.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
8.0,15.05,4,9,2,1970-01-01 00:00:01.366017300,41.89960211,-87.63330804,41.9442266,-87.65599818,0.0,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,960.0,6.0,3.0
8.0,7.45,4,10,2,1970-01-01 00:00:01.366020000,41.89204214,-87.63186395,41.87925508,-87.642649,0.8,17031081401.0,17031281900.0,Credit Card,Dispatch Taxi Affiliation,600.0,28.0,3.0
32.0,15.85,4,14,2,1970-01-01 00:00:01.366036200,41.87886558,-87.62519214,41.94779159,-87.68383494,5.8,17031081401.0,17031345278.265589,Cash,Choice Taxi Association,1200.0,5.0,0.0
8.0,5.45,4,14,2,1970-01-01 00:00:01.366037100,41.90749193,-87.63576009,41.89321636,-87.63784421,1.0,17031081401.0,17031081800.0,Cash,Dispatch Taxi Affiliation,240.0,8.0,0.0
32.0,4.65,4,16,2,1970-01-01 00:00:01.366044300,41.88099447,-87.63274649,41.88099447,-87.63274649,0.6,17031081401.0,17031839100.0,Cash,Dispatch Taxi Affiliation,180.0,32.0,0.0
8.0,9.45,4,18,2,1970-01-01 00:00:01.366050600,41.89833179,-87.62076287,41.89204214,-87.63186395,14.0,17031081401.0,17031081700.0,Cash,Taxi Affiliation Services,1020.0,8.0,0.0
8.0,5.05,4,19,2,1970-01-01 00:00:01.366053300,41.89915561,-87.62621053,41.89204214,-87.63186395,0.7,17031081401.0,17031081700.0,Cash,Choice Taxi Association,300.0,8.0,0.0
8.0,7.25,4,19,2,1970-01-01 00:00:01.366055100,41.89503345,-87.61971067,41.87101588,-87.63140653,1.6,17031081401.0,17031839000.0,Credit Card,Dispatch Taxi Affiliation,480.0,32.0,2.0
8.0,8.85,4,19,2,1970-01-01 00:00:01.366055100,41.89833179,-87.62076287,41.88528132,-87.6572332,0.0,17031081401.0,17031833000.0,Cash,Taxi Affiliation Services,660.0,28.0,0.0
32.0,6.25,4,23,2,1970-01-01 00:00:01.366067700,41.88099447,-87.63274649,41.87906699,-87.65700503,0.0,17031081401.0,17031833100.0,Credit Card,Northwest Management LLC,300.0,28.0,1.0
56.0,3.65,4,2,3,1970-01-01 00:00:01.366080300,41.79259236,-87.76961545,41.79259236,-87.76961545,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,60.0,56.0,0.0
77.0,5.65,4,8,3,1970-01-01 00:00:01.366101900,41.9867118,-87.66341641,41.96581197,-87.65587879,0.9,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,300.0,3.0,0.0
